DATE,DCOILWTICO,DCOILBRENTEU,DHHNGSP,MSFT,JNJ,BAC
05/12/2022,76.83,83.36,4.15,250.199997,178.779999,34.470001
06/12/2022,74.21,79.92,4.58,245.119995,176.100006,33
07/12/2022,71.93,77.11,4.49,244.369995,177.169998,32.740002
08/12/2022,71.3,76.02,4.79,247.399994,177.199997,32.439999
09/12/2022,71.05,76.37,4.98,245.419998,175.740005,32.380001
12/12/2022,72.96,78,6.73,252.509995,177.839996,32.73
13/12/2022,75.44,80.14,7.2,256.920013,179.210007,32.75
14/12/2022,77.14,83.33,6.54,257.220001,179.759995,32.279999
15/12/2022,75.89,82.34,6.8,249.009995,177.490005,31.77
16/12/2022,74.19,80.2,6.63,244.690002,175.669998,31.700001
19/12/2022,75.05,81.66,6.08,240.449997,175.479996,32.060001
20/12/2022,75.92,79.45,5.28,241.800003,175.669998,32.189999
21/12/2022,78.17,80.25,6.13,244.429993,177.679993,32.68
22/12/2022,77.68,79.58,7.1,238.190002,177.029999,32.389999
23/12/2022,79.57,82.45,7.15,238.729996,177.479996,32.470001
26/12/2022,,,,,,
27/12/2022,79.45,,4.88,236.960007,177.429993,32.529999
28/12/2022,78.89,81.7,4.06,234.529999,176.660004,32.77
29/12/2022,78.43,80.96,3.78,241.009995,177.559998,33.139999
30/12/2022,80.16,82.82,3.52,239.820007,176.649994,33.119999
02/01/2023,,,,,,
03/01/2023,76.87,80.36,3.64,239.580002,178.190002,33.509998
04/01/2023,72.82,75.31,3.75,229.100006,180.130005,34.139999
05/01/2023,73.61,76.73,3.78,222.309998,178.800003,34.07
06/01/2023,73.77,76.41,3.43,224.929993,180.25,34.41
09/01/2023,74.69,77.5,3.65,227.119995,175.580002,33.889999
10/01/2023,75.11,78.4,3.32,228.850006,175.160004,34.119999
11/01/2023,77.46,81.11,3.41,235.770004,174.880005,34.380001
12/01/2023,78.32,82.59,3.47,238.509995,174,34.470001
13/01/2023,79.9,83.43,3.43,239.229996,173.429993,35.23
16/01/2023,,82.65,,,,
17/01/2023,80.25,84.38,3.43,240.350006,172.360001,34.52
18/01/2023,79.53,83.78,3.2,235.809998,169.759995,33.720001
19/01/2023,80.31,85.08,2.91,231.929993,169.529999,33.23
20/01/2023,81.27,86.96,3.15,240.220001,168.740005,33.849998
23/01/2023,81.62,87.54,3.43,242.580002,168.309998,34.32
24/01/2023,79.86,85.25,3.35,242.039993,168.309998,34.57
25/01/2023,79.78,85.08,3.09,240.610001,169.509995,34.869999
26/01/2023,80.64,86.29,2.72,248,168.889999,35.34
27/01/2023,79.73,85.36,2.83,248.160004,168.229996,35.450001
30/01/2023,77.97,84.9,2.82,242.710007,162,35.299999
31/01/2023,78.95,83.42,2.65,247.809998,163.419998,35.48
01/02/2023,76.34,81.61,2.65,252.75,164.919998,35.919998
02/02/2023,75.87,80.57,2.67,264.600006,165.539993,36.130001
03/02/2023,73.4,78.85,2.4,258.350006,164.610001,36.43
06/02/2023,74.11,80.48,2.17,256.769989,163.360001,36.369999
07/02/2023,77.17,82.92,2.35,267.559998,163.399994,36.77
08/02/2023,78.47,84.17,2.4,266.730011,163.610001,36.5
09/02/2023,78.04,83.46,2.4,263.619995,161.399994,35.720001
10/02/2023,79.74,85.46,2.37,263.100006,162.149994,35.580002
13/02/2023,80.14,85.98,2.42,271.320007,162.75,35.650002
14/02/2023,79.08,84.96,2.42,272.170013,162.039993,35.619999
15/02/2023,78.57,84.11,2.45,269.320007,159.369995,35.560001
16/02/2023,78.45,83.84,2.48,262.149994,158.240005,35.279999
17/02/2023,76.31,81.97,2.28,258.059998,160.389999,35.349998
20/02/2023,,82.79,,,,
21/02/2023,76.28,82.14,2.12,252.669998,158,34.52
22/02/2023,73.95,79.55,2.07,251.509995,157.779999,34.290001
23/02/2023,75.26,82.08,2.17,254.770004,157.729996,34.259998
24/02/2023,76.19,82.31,2.36,249.220001,155.970001,34.209999
27/02/2023,75.57,81.24,2.55,250.160004,155.630005,34.209999
28/02/2023,76.88,83.21,2.5,249.419998,153.259995,34.299999
01/03/2023,77.57,83.68,2.59,246.270004,152.570007,34.139999
02/03/2023,78.05,84.15,2.67,251.110001,152.449997,33.490002
03/03/2023,79.62,85.74,2.66,255.289993,154.020004,34.16
06/03/2023,80.39,85.86,2.46,256.869995,155.559998,34.09
07/03/2023,77.45,83.03,2.52,254.149994,154.089996,33
08/03/2023,76.56,82.1,2.5,253.699997,152.960007,32.560001
09/03/2023,75.6,81,2.5,252.320007,151.240005,30.540001
10/03/2023,76.55,82.3,2.4,248.589996,151.610001,30.27
13/03/2023,74.68,79.67,2.4,253.919998,153.059998,28.51
14/03/2023,71.18,76.77,2.65,260.790009,153.919998,28.76
15/03/2023,67.38,74.3,2.45,265.440002,154.350006,28.49
16/03/2023,68.15,73.12,2.45,276.200012,154.029999,28.969999
17/03/2023,66.61,71.03,2.42,279.429993,152.380005,27.82
20/03/2023,67.56,72.42,2.23,272.230011,153.889999,27.75
21/03/2023,69.4,74.78,1.93,273.779999,153.889999,28.59
22/03/2023,70.71,76.08,2.03,272.290009,151.050003,27.639999
23/03/2023,69.77,74.31,2.08,277.660004,151.130005,26.969999
24/03/2023,69.22,73.63,2.04,280.570007,152.649994,27.139999
27/03/2023,72.87,76.8,2.04,276.380005,153.300003,28.49
28/03/2023,73.12,78.07,2.02,275.230011,151.820007,28.120001
29/03/2023,72.95,77.51,1.94,280.51001,153.309998,28.67
30/03/2023,74.32,78.45,1.95,284.049988,153.429993,28.299999
31/03/2023,75.68,79.19,2.1,288.299988,155,28.6
03/04/2023,80.4,85.81,2.09,287.230011,156.850006,28.59
04/04/2023,80.7,85.7,2.13,287.179993,158.490005,27.98
05/04/2023,80.69,85.89,2.17,284.339996,165.610001,27.639999
06/04/2023,80.7,86.56,2.18,291.600006,165.149994,27.84
07/04/2023,,,,,,
10/04/2023,79.79,,2.15,289.390015,164.320007,27.940001
11/04/2023,81.54,87.32,2.19,282.829987,164.270004,28.709999
12/04/2023,83.26,88.31,2.22,283.48999,163.919998,28.48
13/04/2023,82.16,86.51,2.04,289.839996,166.110001,28.559999
14/04/2023,82.58,87.31,1.87,286.140015,165.839996,29.52
17/04/2023,80.93,85.63,2.21,288.799988,165.669998,30.370001
18/04/2023,80.85,85.48,2.23,288.369995,161.009995,30.559999
19/04/2023,79.18,85.34,2.2,288.450012,162.529999,30.059999
20/04/2023,77.27,83.29,2.19,286.109985,163.580002,29.9
21/04/2023,77.86,83.36,2.2,285.76001,162.690002,29.870001
24/04/2023,78.64,84.23,2.19,281.769989,163.679993,29.76
25/04/2023,77.05,82.13,2.21,275.420013,165.179993,28.84
26/04/2023,74.33,79.19,2.19,295.369995,162.619995,28.440001
27/04/2023,74.77,80.11,2.17,304.829987,163,28.889999
28/04/2023,76.78,81.32,2.27,307.26001,163.699997,29.280001
01/05/2023,75.65,,2.24,305.559998,163.600006,29.040001
02/05/2023,71.71,76.71,2.12,305.410004,165.029999,28.16
03/05/2023,68.62,72.91,2.01,304.399994,162.869995,27.860001
04/05/2023,68.52,73,1.96,305.410004,162.130005,26.99
05/05/2023,71.32,75.85,1.85,310.649994,162.679993,27.709999
08/05/2023,73.13,,2.12,308.649994,162.309998,27.690001
09/05/2023,73.68,77.76,2.22,307,161.050003,27.66
10/05/2023,72.53,76.7,2.12,312.309998,161.649994,27.32
11/05/2023,70.81,75.32,2.07,310.109985,160.990005,27.389999
12/05/2023,70.02,74.54,1.98,308.970001,160.779999,27.09
15/05/2023,71.07,75.46,2.25,309.459991,159.550003,27.65
16/05/2023,70.85,75.15,2.28,311.73999,159.339996,27.360001
17/05/2023,72.78,76.98,2.25,314,158.990005,28.57
18/05/2023,71.82,75.75,2.3,318.519989,158.479996,28.469999
19/05/2023,71.57,75.42,2.37,318.339996,158.910004,28.110001
22/05/2023,71.81,75.77,2.3,321.179993,156.869995,28.34
23/05/2023,72.87,76.66,2.22,315.26001,156.809998,28.58
24/05/2023,74.37,77.99,2.25,313.850006,156.660004,28.1
25/05/2023,71.68,75.66,2.23,325.920013,154.410004,28.17
26/05/2023,72.35,76.33,1.88,332.890015,154.350006,28.309999
29/05/2023,,,,,,
30/05/2023,69.45,73.38,2.11,331.209991,154.369995,28.26
31/05/2023,68.11,71.98,2.1,328.390015,155.059998,27.790001
01/06/2023,70.09,74.18,1.77,332.579987,154.539993,27.780001
02/06/2023,71.76,76,1.74,335.399994,156.970001,28.709999
05/06/2023,72.14,76.61,1.92,335.940002,158.320007,28.540001
06/06/2023,71.71,76.22,1.95,333.679993,158.179993,29.23
07/06/2023,72.52,76.85,2.13,323.380005,158.520004,29.48
08/06/2023,71.28,75.88,2.1,325.26001,160.259995,29.23
09/06/2023,70.16,74.74,1.85,326.790009,160.009995,29.27
12/06/2023,67.08,71.8,1.9,331.850006,159.899994,29.129999
13/06/2023,69.39,74.24,2,334.290009,160.740005,29.4
14/06/2023,68.22,73.39,2.05,337.339996,161.559998,29.120001
15/06/2023,70.61,75.75,2.18,348.100006,163.729996,29.370001
16/06/2023,71.81,76.76,2.13,342.329987,164.229996,29.190001
19/06/2023,,76.09,,,,
20/06/2023,70.94,75.79,2.38,338.049988,164.130005,28.870001
21/06/2023,72.55,76.92,2.24,333.559998,163.880005,28.57
22/06/2023,69.22,73.93,2.27,339.709991,165.619995,27.959999
23/06/2023,68.91,73.56,2.22,335.019989,165.479996,27.75
26/06/2023,69.09,73.86,2.62,328.600006,163.630005,28.09
27/06/2023,67.68,71.88,2.68,334.570007,163.289993,28.24
28/06/2023,69.54,73.64,2.71,335.850006,162.960007,28.07
29/06/2023,69.85,73.86,2.4,335.049988,164.100006,28.66
30/06/2023,70.66,74.51,2.48,340.540009,165.520004,28.690001
03/07/2023,69.71,74.52,2.48,337.98999,163.350006,29.200001
04/07/2023,,76.23,,,,
05/07/2023,71.78,76.74,2.65,338.149994,162.809998,29.08
06/07/2023,71.76,76.72,2.5,341.269989,161.600006,28.280001
07/07/2023,73.91,78.77,2.49,337.220001,159.25,28.530001
10/07/2023,73.05,77.83,2.55,331.829987,159.509995,28.66
11/07/2023,74.87,79.54,2.57,332.470001,158.630005,29.02
12/07/2023,75.77,80.35,2.55,337.200012,158.080002,29.360001
13/07/2023,76.86,81.31,2.5,342.660004,158.809998,29.67
14/07/2023,75.44,79.9,2.5,345.23999,159.869995,29.110001
17/07/2023,74.17,77.8,2.46,345.730011,159.070007,29.4
18/07/2023,75.76,79.54,2.52,359.48999,159.059998,30.700001
19/07/2023,75.4,79.38,2.51,355.079987,158.740005,31.530001
20/07/2023,75.65,79.62,2.61,346.869995,168.380005,31.690001
21/07/2023,77.06,81.06,2.61,343.769989,170.190002,31.98
24/07/2023,78.81,82.53,2.68,345.109985,171.080002,32.650002
25/07/2023,79.76,83.46,2.66,350.980011,172.389999,32.150002
26/07/2023,79.11,82.98,2.6,337.769989,172.720001,32.41
27/07/2023,80.17,84.28,2.47,330.720001,173.690002,31.950001
28/07/2023,80.55,84.49,2.53,338.369995,174.479996,31.9
31/07/2023,81.8,85.22,2.58,335.920013,167.529999,32
01/08/2023,81.37,85.34,2.49,336.339996,168.889999,31.620001
02/08/2023,79.5,84.01,2.43,327.5,169.910004,31.190001
03/08/2023,81.56,86.19,2.44,326.660004,170.639999,31.41
04/08/2023,82.76,87.38,2.53,327.779999,169.039993,31.299999
07/08/2023,81.94,86.47,2.65,330.109985,173.100006,31.879999
08/08/2023,82.94,88,2.77,326.049988,173.179993,31.27
09/08/2023,84.35,89.31,2.92,322.230011,173.070007,30.860001
10/08/2023,82.81,87.44,2.83,322.929993,172.169998,30.940001
11/08/2023,83.17,87.93,2.61,321.01001,173.850006,31.290001
14/08/2023,82.5,87.4,2.74,324.040009,173.440002,30.93
15/08/2023,81.06,86.28,2.65,321.859985,172.940002,29.940001
16/08/2023,79.4,84.49,2.55,320.399994,172.389999,29.290001
17/08/2023,80.43,85.24,2.56,316.880005,174.009995,29.280001
18/08/2023,81.25,85.92,2.44,316.480011,172.490005,29.110001
21/08/2023,80.71,85.44,2.6,321.880005,167.350006,29.15
22/08/2023,80.25,84.7,2.58,322.459991,166.020004,28.440001
23/08/2023,78.91,83.94,2.6,327,164.529999,28.450001
24/08/2023,79.52,84.07,2.42,319.970001,165.089996,28.620001
25/08/2023,80.47,85.42,2.46,322.980011,166.25,28.5
28/08/2023,80.65,,2.6,323.700012,164.289993,28.76
29/08/2023,81.14,86.37,2.5,328.410004,164.309998,29.17
30/08/2023,81.64,86.62,2.48,328.790009,163.729996,29.040001
31/08/2023,83.55,87.29,2.56,327.76001,161.679993,28.67
01/09/2023,85.52,89.98,2.7,328.660004,160.479996,28.98
04/09/2023,,90.42,,,,
05/09/2023,86.74,91.25,2.6,333.549988,160.679993,28.65
06/09/2023,87.55,91.79,2.49,332.880005,158.009995,28.389999
07/09/2023,86.87,91.16,2.45,329.910004,160.029999,28.129999
08/09/2023,87.51,91.85,2.53,334.269989,160.559998,28.360001
11/09/2023,87.3,91.97,2.5,337.940002,162.660004,28.48
12/09/2023,88.87,93.58,2.72,331.769989,163.580002,28.969999
13/09/2023,88.59,93.04,2.76,336.059998,163.990005,28.879999
14/09/2023,90.13,95.2,2.81,338.700012,163.740005,29.200001
15/09/2023,90.83,95.55,2.74,330.220001,161.449997,28.84
18/09/2023,91.47,95.95,2.54,329.059998,162.470001,28.76
19/09/2023,91.16,96.11,2.46,328.649994,162.199997,28.65
20/09/2023,89.2,94.56,2.78,320.769989,162.910004,28.549999
21/09/2023,89.56,93.7,2.7,319.529999,161.660004,28.049999
22/09/2023,90,93.99,2.63,317.01001,160.5,27.639999
25/09/2023,89.68,94.01,2.63,317.540009,160.259995,27.6
26/09/2023,91.43,94.46,2.55,312.140015,159.020004,27.17
27/09/2023,93.67,97.1,2.72,312.790009,157.110001,27.27
28/09/2023,91.65,96.64,2.74,313.640015,156.880005,27.559999
29/09/2023,90.77,95.86,2.68,315.75,155.75,27.379999
